Unnamed: 0,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
194,Lenovo,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,0,No,No,16990.0,3,348.75,45
72,HP,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,Yes,42490.0,4,348.75,45
429,ASUS,Intel,Core i5,8,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,0,No,No,81990.0,3,0.0,0
736,DELL,AMD,Ryzen 5,0,4,DDR4,256,1024,Windows,32-bit,0,Casual,0,No,No,51990.0,3,0.0,0
90,ASUS,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,42990.0,4,30.0,4
469,DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,2,Casual,0,No,No,67490.0,3,41.0,5
442,ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,32-bit,0,Casual,1,No,Yes,50990.0,4,348.75,45
433,MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,6,Casual,0,No,No,154947.5,4,7.0,3
504,MSI,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,109990.0,4,138.0,30
818,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,135990.0,3,0.0,0
457,ASUS,Intel,Core i5,11,16,DDR4,256,1024,Windows,64-bit,0,ThinNlight,0,No,No,58990.0,4,6.0,1
522,ASUS,Intel,Core i7,8,16,DDR3,512,0,Windows,64-bit,0,ThinNlight,1,No,No,99990.0,4,30.0,7
271,Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,1,No,Yes,66490.0,4,282.0,36
415,Lenovo,Intel,Core i5,10,8,DDR4,512,512,Windows,64-bit,0,ThinNlight,3,Yes,No,125394.0,3,0.0,0
121,ASUS,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,44890.0,3,7.0,0
376,HP,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,0,Casual,0,No,No,94000.0,3,0.0,0
644,ASUS,AMD,Ryzen 3,0,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,Yes,34500.0,4,348.75,45
302,ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,64-bit,0,Casual,1,No,Yes,79990.0,4,11.0,3
151,ASUS,Intel,Core i3,10,4,DDR4,0,1024,Windows,32-bit,0,ThinNlight,0,No,No,33990.0,3,43.0,7
676,acer,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,43990.0,3,0.0,0
323,Lenovo,Intel,Core i5,10,8,LPDDR4X,512,0,Windows,64-bit,2,Casual,1,No,Yes,70798.0,4,21.0,3
141,DELL,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,No,No,39990.0,3,15.0,1
296,DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,59990.0,3,31.0,7
400,HP,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,4,Casual,1,No,Yes,100990.0,3,0.0,0
748,ASUS,AMD,Ryzen 7,0,4,DDR5,512,0,Windows,64-bit,4,Casual,0,No,No,106990.0,3,0.0,0
618,APPLE,M1,M1,10,16,DDR4,1024,0,Mac,64-bit,0,Casual,1,No,No,154947.5,4,348.75,45
696,DELL,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,59490.0,3,0.0,0
706,HP,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,84208.0,3,0.0,0
386,ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,64-bit,0,Casual,0,No,No,132790.0,3,0.0,0
219,ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,No,No,57990.0,4,348.75,45
303,MSI,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,55490.0,4,138.0,16
334,DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,1,No,Yes,65990.0,3,0.0,0
512,HP,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Gaming,1,No,Yes,92000.0,4,8.0,1
109,HP,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,0,No,No,45650.0,4,39.0,4
87,HP,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,42990.0,4,158.0,18
673,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,48990.0,4,45.0,5
371,DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,0,No,No,71290.0,3,0.0,0
279,Lenovo,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,64990.0,4,46.0,4
218,HP,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,67990.0,4,108.0,6
787,Lenovo,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,Yes,77988.0,3,0.0,0
672,MSI,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,Casual,0,No,No,47990.0,4,348.75,45
220,Lenovo,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,62300.0,4,348.75,45
764,DELL,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,6,Casual,0,No,No,89990.0,4,191.0,27
177,DELL,Intel,Core i3,11,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,1,No,No,48990.0,4,348.75,45
80,Lenovo,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,No,No,43990.0,3,0.0,0
770,HP,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,68500.0,4,134.0,22
397,HP,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,2,Casual,1,No,No,78000.0,4,348.75,45
743,ASUS,AMD,Ryzen 7,0,8,DDR4,512,0,Windows,64-bit,4,Casual,0,No,No,71990.0,4,348.75,45
718,ASUS,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,80990.0,3,0.0,0
588,acer,Intel,Core i9,11,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,No,No,139990.0,3,0.0,0
58,MSI,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,No,No,38990.0,4,53.0,11
1,Lenovo,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,0,No,No,38999.0,3,65.0,5
263,ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,59990.0,3,0.0,0
694,ASUS,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,1,No,Yes,49890.0,4,6.0,1
435,MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,8,Casual,0,No,No,154947.5,4,24.0,5
421,MSI,Intel,Core i5,10,8,DDR4,0,1024,Windows,64-bit,4,Casual,2,No,No,52990.0,4,348.75,45
772,HP,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,2,Casual,1,No,Yes,79990.0,3,23.0,6
430,ASUS,Intel,Core i5,10,8,DDR4,0,1024,Windows,64-bit,0,Casual,0,No,No,61249.0,3,0.0,0
788,ASUS,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,Yes,76000.0,5,1.0,1
583,MSI,Intel,Core i7,10,16,DDR4,256,1024,Windows,64-bit,4,Casual,3,No,No,154947.5,3,0.0,0
95,DELL,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,45990.0,4,184.0,29
12,Avita,Intel,Celeron Dual,0,4,DDR4,0,512,Windows,64-bit,0,Casual,0,No,No,17490.0,3,348.75,45
83,ASUS,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,0,No,No,48990.0,3,0.0,0
105,HP,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,41250.0,4,117.0,11
494,ASUS,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,No,Yes,94990.0,3,0.0,0
356,Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,55999.0,3,0.0,0
193,Lenovo,Intel,Celeron Dual,0,4,LPDDR4X,0,512,Windows,64-bit,0,Casual,0,No,No,25990.0,3,84.0,16
591,ASUS,Intel,Core i9,10,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,Yes,No,154947.5,4,8.0,1
252,HP,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,0,Yes,No,97990.0,5,3.0,1
450,ASUS,Intel,Core i5,11,16,DDR4,256,1024,Windows,64-bit,0,Casual,1,No,No,64990.0,4,10.0,1
619,APPLE,M1,M1,10,16,DDR4,1024,0,Mac,64-bit,0,Casual,1,No,No,154947.5,4,42.0,8
244,acer,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,55999.0,4,6.0,0
658,HP,AMD,Ryzen 3,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,No,32917.0,4,348.75,45
307,DELL,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,114990.0,3,0.0,0
140,ASUS,Intel,Core i3,11,8,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,No,38900.0,3,13.0,0
41,Lenovo,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,1,Yes,Yes,53990.0,4,299.0,41
292,MSI,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,No,No,79990.0,3,0.0,0
609,APPLE,M1,M1,10,8,DDR4,512,0,Mac,64-bit,0,Casual,1,No,No,101990.0,4,348.75,45
261,ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,No,No,63990.0,3,0.0,0
115,HP,Intel,Core i3,10,4,DDR4,512,0,Windows,32-bit,0,Casual,0,No,No,38799.0,4,30.0,1
578,HP,Intel,Core i7,8,16,DDR4,128,1024,Windows,64-bit,4,Casual,1,No,No,116941.0,3,0.0,0
683,DELL,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,59490.0,4,74.0,18
406,ASUS,Intel,Core i5,10,8,DDR4,1024,0,Windows,64-bit,4,Casual,1,No,No,77990.0,4,187.0,26
507,HP,Intel,Core i7,10,16,LPDDR3,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,154947.5,3,0.0,0
300,DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,71090.0,4,44.0,6
280,DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,61290.0,3,4.0,1
16,HP,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,Casual,1,No,No,65390.0,3,0.0,0
333,HP,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,114990.0,4,145.0,19
366,Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,Yes,Yes,82990.0,3,0.0,0
178,DELL,Intel,Core i3,11,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,1,No,Yes,43590.0,3,0.0,0
97,HP,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,43970.0,4,348.75,45
571,Lenovo,Intel,Core i7,11,16,LPDDR4,1024,0,Windows,64-bit,0,Casual,1,No,Yes,85990.0,3,7.0,2
574,Lenovo,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,8,Casual,1,No,Yes,154947.5,3,0.0,0
657,DELL,AMD,Ryzen 3,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,No,43990.0,3,0.0,0
543,HP,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,0,Casual,1,Yes,No,154947.5,4,13.0,5
511,MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Casual,2,No,No,94990.0,3,0.0,0
340,Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,67990.0,4,9.0,0
205,HP,Intel,Core i5,8,8,DDR4,128,0,Windows,64-bit,0,ThinNlight,1,No,No,76012.0,4,129.0,16
759,ASUS,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,32-bit,4,Casual,0,No,No,72400.0,3,0.0,0
601,APPLE,M1,M1,10,16,DDR4,256,0,Mac,64-bit,0,Casual,1,No,No,104990.0,4,45.0,4
783,ASUS,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,Yes,76990.0,3,0.0,0
53,Lenovo,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,Yes,38990.0,4,106.0,13
379,ASUS,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,85990.0,3,0.0,0
653,HP,AMD,Ryzen 3,0,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,No,Yes,39490.0,4,348.75,45
501,MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,2,Casual,0,No,No,76990.0,3,0.0,0
688,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,57999.0,4,86.0,15
538,ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,0,No,No,99990.0,3,0.0,0
444,acer,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,No,No,57990.0,4,32.0,1
236,DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,0,Yes,No,71990.0,4,7.0,1
660,DELL,AMD,Ryzen 3,0,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,0,No,No,39990.0,3,18.0,4
56,Lenovo,Intel,Core i3,10,8,DDR4,256,0,Windows,32-bit,0,Casual,0,No,No,38970.0,3,0.0,0
130,ASUS,Intel,Core i3,10,8,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,No,32890.0,3,28.0,4
709,Lenovo,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,4,Casual,0,No,No,76498.0,3,0.0,0
816,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,32-bit,6,Casual,0,No,No,138990.0,3,0.0,0
668,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,57990.0,4,348.75,45
489,Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,85990.0,4,77.0,10
361,HP,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,No,126000.0,5,2.0,1
812,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,6,Casual,0,No,No,141990.0,4,61.0,13
432,ASUS,Intel,Core i5,10,8,DDR4,0,1024,Windows,64-bit,2,Casual,0,No,No,83990.0,3,0.0,0
731,Lenovo,AMD,Ryzen 5,0,8,DDR4,256,1024,Windows,64-bit,4,Casual,0,No,No,68500.0,4,271.0,24
509,DELL,Intel,Core i7,8,16,DDR3,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,121890.0,1,3.0,0
330,HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,Yes,Yes,76990.0,4,14.0,2
797,ASUS,AMD,Ryzen 9,0,16,DDR4,1024,0,Windows,32-bit,0,Casual,1,No,No,154947.5,4,194.0,42
255,Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,53990.0,4,61.0,2
348,HP,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,4,Casual,0,No,No,82000.0,3,0.0,0
351,ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,Yes,No,99990.0,3,0.0,0
277,MSI,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,0,No,No,56541.0,4,348.75,45
776,HP,AMD,Ryzen 7,0,16,DDR4,1024,0,Windows,64-bit,0,ThinNlight,1,Yes,Yes,92990.0,3,0.0,0
320,ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,No,No,64990.0,4,4.0,0
43,Lenovo,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,Casual,2,No,No,38940.0,4,348.75,45
373,DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,1,No,Yes,82990.0,3,15.0,3
199,ASUS,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,4,Casual,0,No,No,106167.0,4,348.75,45
548,HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,4,Casual,0,No,No,121990.0,3,0.0,0
791,ASUS,AMD,Ryzen 7,0,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,1,No,Yes,84970.0,3,2.0,1
445,ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,No,No,52990.0,3,0.0,0
117,ASUS,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,51649.0,3,0.0,0
621,APPLE,M1,M1,10,32,DDR4,1024,0,Mac,64-bit,0,Casual,1,No,No,154947.5,5,3.0,1
750,Lenovo,Intel,Ryzen 7,0,4,DDR4,512,0,Windows,32-bit,4,Casual,3,No,Yes,81490.0,3,0.0,0
553,MSI,Intel,Core i7,12,16,DDR4,1024,0,Windows,64-bit,6,Casual,0,No,No,139990.0,4,4.0,2
295,ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,84990.0,4,10.0,2
802,MSI,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,0,No,No,146990.0,3,0.0,0
465,ASUS,Intel,Core i5,10,8,DDR4,256,1024,Windows,32-bit,2,Casual,0,No,No,58990.0,5,1.0,1
31,acer,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,No,38990.0,3,0.0,0
314,Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,55990.0,4,75.0,9
29,DELL,Intel,Core i3,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,Yes,39490.0,4,348.75,45
440,HP,Intel,Core i5,10,8,DDR4,0,1024,Windows,32-bit,0,Casual,1,No,Yes,48790.0,3,11.0,1
78,Lenovo,Intel,Core i3,10,4,DDR4,256,0,Windows,32-bit,0,Casual,0,No,No,40990.0,5,1.0,1
238,Lenovo,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,64990.0,3,0.0,0
652,DELL,AMD,Ryzen 3,0,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,No,Yes,35990.0,4,59.0,12
213,ASUS,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,No,49800.0,3,0.0,0
94,Lenovo,Intel,Core i3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,38990.0,3,13.0,1
245,DELL,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,67990.0,4,93.0,9
287,HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,57990.0,4,348.75,45
631,DELL,Intel,Pentium Quad,0,4,DDR4,256,0,Windows,64-bit,0,Casual,1,No,No,35990.0,3,0.0,0
495,Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,0,Casual,3,Yes,Yes,84990.0,4,13.0,2
700,Lenovo,AMD,Ryzen 5,0,4,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,3,Yes,Yes,74798.0,3,0.0,0
235,ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,No,Yes,65990.0,4,348.75,45
37,ASUS,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,1,No,No,45990.0,4,348.75,45
443,ASUS,Intel,Core i5,10,8,DDR4,256,1024,Windows,64-bit,4,Gaming,0,No,No,55990.0,4,23.0,0
610,APPLE,M1,M1,10,8,DDR4,512,0,Mac,64-bit,0,Casual,1,No,No,104990.0,4,348.75,45
475,acer,Intel,Core i5,11,16,DDR4,256,1024,Windows,64-bit,0,Casual,0,No,No,62490.0,3,8.0,0
594,ASUS,Intel,Core i9,11,16,DDR4,3072,0,Windows,32-bit,6,Casual,1,No,No,154947.5,5,1.0,1
