Unnamed: 0,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
633,ASUS,Intel,Pentium Quad,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,No,25990.0,3,348.75,45
634,ASUS,Intel,Pentium Quad,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,No,25990.0,3,348.75,45
635,ASUS,Intel,Pentium Quad,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,0,No,No,30780.0,3,0.0,0
636,HP,AMD,Ryzen 3,0,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,No,37990.0,4,348.75,45
637,ASUS,AMD,Ryzen 3,0,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,No,35990.0,4,348.75,45
638,DELL,AMD,Ryzen 3,0,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,No,No,39490.0,4,34.0,4
639,DELL,AMD,Ryzen 3,0,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,No,No,36990.0,4,137.0,15
640,DELL,AMD,Ryzen 3,0,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,No,39990.0,4,7.0,0
641,ASUS,AMD,Ryzen 3,0,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,No,33690.0,4,170.0,26
642,DELL,AMD,Ryzen 3,0,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,No,No,40590.0,3,0.0,0
643,ASUS,AMD,Ryzen 3,0,4,DDR4,256,0,Windows,64-bit,0,Casual,1,No,No,37990.0,4,39.0,3
644,ASUS,AMD,Ryzen 3,0,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,Yes,34500.0,4,348.75,45
645,acer,AMD,Ryzen 3,0,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,36990.0,4,11.0,2
646,HP,AMD,Ryzen 3,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,43490.0,4,163.0,33
647,HP,AMD,Ryzen 3,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,41490.0,4,153.0,21
648,acer,AMD,Ryzen 3,0,4,DDR4,512,0,Windows,64-bit,0,Casual,0,No,No,34990.0,3,0.0,0
649,HP,AMD,Ryzen 3,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,44490.0,4,267.0,42
650,DELL,AMD,Ryzen 3,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,40590.0,3,0.0,0
651,DELL,AMD,Ryzen 3,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,42090.0,3,3.0,0
652,DELL,AMD,Ryzen 3,0,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,No,Yes,35990.0,4,59.0,12
653,HP,AMD,Ryzen 3,0,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,No,Yes,39490.0,4,348.75,45
654,DELL,AMD,Ryzen 3,0,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,0,No,No,37390.0,4,38.0,5
655,DELL,AMD,Ryzen 3,0,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,No,Yes,52632.0,3,0.0,0
656,DELL,AMD,Ryzen 3,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,Yes,39990.0,4,348.75,39
657,DELL,AMD,Ryzen 3,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,No,43990.0,3,0.0,0
658,HP,AMD,Ryzen 3,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,No,No,32917.0,4,348.75,45
659,Lenovo,AMD,Ryzen 3,0,4,DDR4,0,1024,Windows,64-bit,0,Casual,0,No,No,34990.0,3,38.0,6
660,DELL,AMD,Ryzen 3,0,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,0,No,No,39990.0,3,18.0,4
661,HP,AMD,Ryzen 3,0,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,No,Yes,41999.0,4,348.75,45
662,DELL,AMD,Ryzen 5,0,8,DDR4,256,0,Windows,64-bit,0,Casual,1,No,Yes,41990.0,4,348.75,45
663,DELL,AMD,Ryzen 5,0,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,No,44490.0,4,14.0,1
664,DELL,AMD,Ryzen 5,0,8,DDR4,256,0,Windows,64-bit,0,Casual,1,No,Yes,41990.0,4,348.75,45
665,DELL,AMD,Ryzen 5,0,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,Yes,44490.0,4,8.0,2
666,MSI,AMD,Ryzen 5,0,4,DDR4,256,0,Windows,64-bit,0,Casual,1,No,No,49990.0,3,0.0,0
667,DELL,AMD,Ryzen 5,0,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,No,No,44390.0,4,276.0,24
668,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,57990.0,4,348.75,45
669,Lenovo,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,No,Yes,56990.0,4,162.0,15
670,Lenovo,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,48990.0,4,219.0,27
671,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,49970.0,4,193.0,28
672,MSI,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,Casual,0,No,No,47990.0,4,348.75,45
673,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,48990.0,4,45.0,5
674,acer,AMD,Ryzen 5,0,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,1,No,No,53990.0,4,7.0,0
675,Lenovo,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,52990.0,4,39.0,5
676,acer,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,43990.0,3,0.0,0
677,Lenovo,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,No,No,59490.0,4,92.0,10
678,MSI,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Casual,0,No,No,64990.0,4,348.75,45
679,DELL,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,No,No,47490.0,2,2.0,1
680,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,59990.0,4,348.75,45
681,Lenovo,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Casual,0,No,No,69990.0,4,9.0,0
682,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,58990.0,4,348.75,45
683,DELL,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,59490.0,4,74.0,18
684,HP,AMD,Ryzen 5,0,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,67500.0,4,196.0,19
685,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,32-bit,0,Casual,0,No,No,48990.0,4,17.0,1
686,ASUS,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,62450.0,4,172.0,36
687,ASUS,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,58990.0,4,324.0,34
688,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,57999.0,4,86.0,15
689,ASUS,AMD,Ryzen 5,0,16,DDR4,512,0,Windows,64-bit,0,Casual,0,No,No,56990.0,4,4.0,1
690,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Casual,1,No,Yes,72990.0,4,16.0,4
691,HP,AMD,Ryzen 5,0,16,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,65990.0,4,104.0,18
692,HP,AMD,Ryzen 5,0,16,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,98020.0,3,0.0,0
693,HP,AMD,Ryzen 5,0,16,DDR4,512,0,Windows,64-bit,2,Casual,1,No,Yes,63990.0,4,90.0,13
694,ASUS,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,1,No,Yes,49890.0,4,6.0,1
695,DELL,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,49990.0,4,47.0,7
696,DELL,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,59490.0,3,0.0,0
697,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,73999.0,4,206.0,27
698,DELL,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,60990.0,4,183.0,42
699,DELL,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,6,Casual,0,No,No,76190.0,4,348.75,45
700,Lenovo,AMD,Ryzen 5,0,4,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,3,Yes,Yes,74798.0,3,0.0,0
701,ASUS,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,58990.0,4,88.0,13
702,HP,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,32-bit,4,Casual,0,No,No,68100.0,3,0.0,0
703,Lenovo,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,Yes,Yes,77990.0,3,0.0,0
704,HP,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,55090.0,4,348.75,45
705,ASUS,AMD,Ryzen 5,0,4,LPDDR4X,512,0,Windows,64-bit,0,Casual,0,Yes,No,91990.0,3,0.0,0
706,HP,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,84208.0,3,0.0,0
707,acer,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,44990.0,4,313.0,39
708,HP,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,53490.0,4,348.75,45
709,Lenovo,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,4,Casual,0,No,No,76498.0,3,0.0,0
710,DELL,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,98920.0,3,0.0,0
711,MSI,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,0,No,No,54990.0,4,348.75,45
712,acer,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,49990.0,4,47.0,6
713,HP,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,32-bit,0,Casual,0,No,No,52380.0,3,0.0,0
714,acer,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,49990.0,4,6.0,1
715,HP,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,52500.0,4,348.75,45
716,ASUS,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,49990.0,4,14.0,2
717,acer,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,75999.0,3,0.0,0
718,ASUS,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,80990.0,3,0.0,0
719,Lenovo,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,32-bit,0,Casual,1,No,No,59900.0,3,3.0,0
720,HP,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,54590.0,4,348.75,45
721,DELL,AMD,Ryzen 5,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,75500.0,3,0.0,0
722,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,51890.0,4,348.75,45
723,ASUS,AMD,Ryzen 5,0,16,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,78000.0,2,3.0,0
724,HP,AMD,Ryzen 5,0,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,59999.0,4,19.0,1
725,HP,AMD,Ryzen 5,0,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,No,Yes,64990.0,3,8.0,1
726,DELL,AMD,Ryzen 5,0,4,DDR4,1024,0,Windows,32-bit,0,Casual,0,No,No,57900.0,4,3.0,1
727,Lenovo,AMD,Ryzen 5,0,4,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,3,Yes,Yes,81978.0,3,0.0,0
728,HP,AMD,Ryzen 5,0,4,DDR4,0,1024,Windows,64-bit,4,Gaming,1,No,No,59990.0,4,348.75,45
729,DELL,AMD,Ryzen 5,0,8,DDR4,256,1024,Windows,64-bit,0,Casual,0,No,No,49490.0,4,31.0,3
730,ASUS,AMD,Ryzen 5,0,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,No,No,54990.0,4,18.0,3
731,Lenovo,AMD,Ryzen 5,0,8,DDR4,256,1024,Windows,64-bit,4,Casual,0,No,No,68500.0,4,271.0,24
732,ASUS,AMD,Ryzen 5,0,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,No,No,54990.0,4,49.0,6
733,ASUS,AMD,Ryzen 5,0,8,DDR4,256,1024,Windows,32-bit,0,Casual,1,No,Yes,54990.0,4,348.75,45
734,Lenovo,AMD,Ryzen 5,0,8,DDR4,256,1024,Windows,64-bit,0,Gaming,1,No,Yes,63990.0,4,348.75,45
735,HP,AMD,Ryzen 5,0,4,DDR4,256,1024,Windows,64-bit,4,Gaming,1,No,No,80000.0,4,34.0,6
736,DELL,AMD,Ryzen 5,0,4,DDR4,256,1024,Windows,32-bit,0,Casual,0,No,No,51990.0,3,0.0,0
737,ASUS,AMD,Ryzen 5,0,4,DDR4,256,1024,Windows,64-bit,0,Casual,1,No,Yes,62990.0,4,165.0,34
738,HP,AMD,Ryzen 5,0,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,1,No,No,52990.0,4,348.75,45
739,ASUS,AMD,Ryzen 5,0,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,1,No,Yes,75100.0,3,0.0,0
740,ASUS,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,32-bit,4,Gaming,0,No,No,76990.0,4,22.0,3
741,ASUS,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,79990.0,3,0.0,0
742,ASUS,AMD,Ryzen 7,0,8,DDR4,512,0,Windows,64-bit,4,Casual,0,No,No,71990.0,4,144.0,16
743,ASUS,AMD,Ryzen 7,0,8,DDR4,512,0,Windows,64-bit,4,Casual,0,No,No,71990.0,4,348.75,45
744,Lenovo,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,4,Casual,1,No,Yes,99990.0,4,26.0,1
745,ASUS,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,79990.0,3,0.0,0
746,DELL,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,93990.0,3,0.0,0
747,ASUS,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,4,Gaming,0,No,No,82990.0,4,348.75,45
748,ASUS,AMD,Ryzen 7,0,4,DDR5,512,0,Windows,64-bit,4,Casual,0,No,No,106990.0,3,0.0,0
749,ASUS,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,92990.0,4,25.0,4
750,Lenovo,Intel,Ryzen 7,0,4,DDR4,512,0,Windows,32-bit,4,Casual,3,No,Yes,81490.0,3,0.0,0
751,ASUS,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,56990.0,3,0.0,0
752,MSI,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,0,No,No,64990.0,3,0.0,0
753,Lenovo,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,60990.0,4,348.75,45
754,Lenovo,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,4,Casual,1,No,Yes,84988.0,3,0.0,0
755,HP,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,90990.0,4,273.0,40
756,ASUS,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,63990.0,4,77.0,7
757,Lenovo,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,No,Yes,63990.0,4,105.0,10
758,HP,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,57999.0,4,44.0,5
759,ASUS,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,32-bit,4,Casual,0,No,No,72400.0,3,0.0,0
760,Lenovo,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,No,78990.0,4,6.0,0
761,acer,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,No,59990.0,3,0.0,0
762,ASUS,AMD,Ryzen 7,0,4,DDR5,512,0,Windows,32-bit,4,Casual,1,No,No,111990.0,3,0.0,0
763,HP,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,32-bit,0,Casual,0,Yes,No,109000.0,3,0.0,0
764,DELL,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,6,Casual,0,No,No,89990.0,4,191.0,27
765,Lenovo,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,3,Yes,Yes,78988.0,3,0.0,0
766,Lenovo,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,4,Casual,0,No,No,73138.0,3,4.0,1
767,Lenovo,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,4,Casual,1,No,No,106990.0,3,0.0,0
768,ASUS,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,32-bit,4,Casual,0,No,No,79990.0,3,0.0,0
769,DELL,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,Casual,1,Yes,Yes,89570.0,3,0.0,0
770,HP,AMD,Ryzen 7,0,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,No,Yes,68500.0,4,134.0,22
771,Lenovo,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,0,Casual,1,No,No,73400.0,3,0.0,0
772,HP,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,2,Casual,1,No,Yes,79990.0,3,23.0,6
773,HP,AMD,Ryzen 7,0,16,DDR4,512,0,Windows,64-bit,4,Gaming,1,No,Yes,84990.0,2,4.0,2
774,MSI,AMD,Ryzen 7,0,16,DDR4,1024,0,Windows,64-bit,8,Casual,1,No,No,99990.0,4,108.0,24
775,ASUS,AMD,Ryzen 7,0,8,LPDDR4X,1024,0,Windows,64-bit,4,Casual,0,No,No,72990.0,4,198.0,24
776,HP,AMD,Ryzen 7,0,16,DDR4,1024,0,Windows,64-bit,0,ThinNlight,1,Yes,Yes,92990.0,3,0.0,0
777,HP,AMD,Ryzen 7,0,16,DDR4,1024,0,Windows,64-bit,0,ThinNlight,1,No,Yes,84190.0,3,0.0,0
778,ASUS,AMD,Ryzen 7,0,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,0,Yes,No,112990.0,3,0.0,0
779,ASUS,AMD,Ryzen 7,0,4,DDR5,1024,0,Windows,32-bit,4,Casual,1,No,No,114990.0,3,0.0,0
780,acer,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,4,Casual,1,No,No,99990.0,3,0.0,0
781,ASUS,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,32-bit,4,Gaming,0,No,No,95990.0,4,57.0,3
782,HP,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,8,Casual,1,No,No,154947.5,4,17.0,2
783,ASUS,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,Yes,76990.0,3,0.0,0
784,Lenovo,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,6,Casual,1,No,Yes,130990.0,3,0.0,0
785,ASUS,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,99990.0,3,0.0,0
786,ASUS,AMD,Ryzen 7,0,4,DDR5,1024,0,Windows,64-bit,4,Casual,0,No,No,112990.0,3,0.0,0
787,Lenovo,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,Yes,77988.0,3,0.0,0
788,ASUS,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,Yes,76000.0,5,1.0,1
789,ASUS,AMD,Ryzen 7,0,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,1,Yes,No,99990.0,4,77.0,15
